id,model,model_label,split,sequence,time_seconds,review_priority,threshold_stability_iou,model_disagreement,foreground_boundary_entropy,flow_warp_mae,raw_components,discarded_fraction,foreground_fraction,pseudo_iou,pseudo_dice,base_width_raw_px,height_raw_px,triangle_area_raw_px2,flags,original,overlay,entropy,disagreement,true_iou,true_dice,true_vertex_error_roi_px,vertices_roi,triangle_svg
V02_f0000026,dino_pyramid,dino_pyramid,train,V02,0.8666666666666667,32.747,0.9486052409129332,0.41736168645862104,0.2204023152589798,0.10224520415067673,1,0.0,0.1548350505718877,0.9617142364404587,0.9804835164835165,177.80807770843919,480.2491467688738,42696.088804045765,models_disagree;temporal_change,../../dataset/images/V02_f0000026.png,dino_pyramid/overlays/V02_f0000026.jpg,quality/dino_pyramid/entropy/V02_f0000026.jpg,quality/disagreement/V02_f0000026.jpg,,,,"[[177.459819316864, 124.64933824539185], [645.7030463218689, 107.96511143445969], [646.2833333015442, 281.3468337059021]]",dino_pyramid/triangles/V02_f0000026.svg
V01_f0000034,dino_pyramid,dino_pyramid,train,V01,1.1333333333333333,32.619,0.9017790027562015,0.5494776311213923,0.37651968002319336,0.07231114059686661,1,0.0,0.05027051397655546,0.8077669902912621,0.8936627282491945,86.22274217084225,315.8328904440449,13615.988940914376,models_disagree;temporal_change,../../dataset/images/V01_f0000034.png,dino_pyramid/overlays/V01_f0000034.jpg,quality/dino_pyramid/entropy/V01_f0000034.jpg,quality/disagreement/V01_f0000034.jpg,,,,"[[183.75785502791405, 160.67951917648315], [496.8920886516571, 172.6638749241829], [491.4956319332123, 258.01554322242737]]",dino_pyramid/triangles/V01_f0000034.svg
V02_f0000036,baseline,baseline,train,V02,1.2,31.786,0.9192951280912187,0.5467556123293829,0.31903254985809326,0.07242600619792938,1,0.0,0.08547493403693932,0.6720731707317074,0.8038800962730654,102.98107672749792,447.4259439427573,23038.202731521138,models_disagree;temporal_change,../../dataset/images/V02_f0000036.png,baseline/overlays/V02_f0000036.jpg,quality/baseline/entropy/V02_f0000036.jpg,quality/disagreement/V02_f0000036.jpg,,,,"[[175.94759345054626, 159.8687971830368], [626.0147953033447, 153.9549607038498], [613.3087635040283, 255.7887647151947]]",baseline/triangles/V02_f0000036.svg
V01_f0000026,dino_pyramid,dino_pyramid,train,V01,0.8666666666666667,31.744,0.947673441962036,0.3978317588843905,0.2220792919397354,0.09721897542476654,1,0.0,0.1557519034254945,0.9605982905982906,0.979903221587689,176.38296547205533,485.3938092874844,42807.599751951886,models_disagree;temporal_change,../../dataset/images/V01_f0000026.png,dino_pyramid/overlays/V01_f0000026.jpg,quality/dino_pyramid/entropy/V01_f0000026.jpg,quality/disagreement/V01_f0000026.jpg,,,,"[[170.80943074822426, 124.35286492109299], [645.9504247903824, 109.14304107427597], [643.3460999727249, 281.67758882045746]]",dino_pyramid/triangles/V01_f0000026.svg
V02_f0000034,dino_pyramid,dino_pyramid,train,V02,1.1333333333333333,31.554,0.9066606252831898,0.4940905762995502,0.36027801036834717,0.07500889897346497,1,0.0,0.055358718701842655,0.8122969837587007,0.896428114197926,91.02451951592863,327.62467862893527,14910.939476879683,models_disagree;temporal_change,../../dataset/images/V02_f0000034.png,dino_pyramid/overlays/V02_f0000034.jpg,quality/dino_pyramid/entropy/V02_f0000034.jpg,quality/disagreement/V02_f0000034.jpg,,,,"[[172.90659427642822, 162.10347247123718], [499.70885038375854, 170.95623743534088], [497.096107006073, 261.7478542327881]]",dino_pyramid/triangles/V02_f0000034.svg
V02_f0000034,baseline,baseline,train,V02,1.1333333333333333,31.182,0.9057187017001546,0.4940905762995502,0.36805832386016846,0.07293562591075897,1,0.0,0.04856235923238018,0.6894395553496989,0.8161754626456477,90.58391913844196,289.16901141773707,13097.031173803747,models_disagree;temporal_change,../../dataset/images/V02_f0000034.png,baseline/overlays/V02_f0000034.jpg,quality/baseline/entropy/V02_f0000034.jpg,quality/disagreement/V02_f0000034.jpg,,,,"[[183.0635815858841, 158.91692292690277], [471.54029846191406, 167.1434794664383], [470.56787967681885, 257.527796626091]]",baseline/triangles/V02_f0000034.svg
V02_f0000030,baseline,baseline,train,V02,1.0,31.141,0.9205787286439895,0.5371718663899734,0.31536000967025757,0.07068829238414764,1,0.0,0.08289893617021277,0.6943902121567096,0.8196343524350899,106.6934334838845,421.3875751357048,22479.643609338353,models_disagree;temporal_change,../../dataset/images/V02_f0000030.png,baseline/overlays/V02_f0000030.jpg,quality/baseline/entropy/V02_f0000030.jpg,quality/disagreement/V02_f0000030.jpg,,,,"[[199.35328602790833, 130.4086456298828], [621.1501479148865, 121.78047394752502], [607.308976650238, 226.45850944519043]]",baseline/triangles/V02_f0000030.svg
V02_f0000036,unet_small,unet_small,train,V02,1.2,30.924,0.9172326646659296,0.5467556123293829,0.32587411999702454,0.06765276938676834,1,0.0,0.0799736147757256,0.6997826364914973,0.8233789679554686,101.03558121272555,426.88529487144484,21565.30193925108,models_disagree;temporal_change,../../dataset/images/V02_f0000036.png,unet_small/overlays/V02_f0000036.jpg,quality/unet_small/entropy/V02_f0000036.jpg,quality/disagreement/V02_f0000036.jpg,,,,"[[181.5873795747757, 156.8717976808548], [615.6791281700134, 151.04233694076538], [596.9177842140198, 249.96360635757446]]",unet_small/triangles/V02_f0000036.svg
V01_f0000021,baseline,baseline,train,V01,0.7000000000000001,30.818,0.9229371688115064,0.5413064361191162,0.3116837441921234,0.06908861547708511,1,0.0,0.08573896379070678,0.6798259247746348,0.8094004441154701,110.56157356608715,427.6312608565416,23639.792553174564,models_disagree;temporal_change,../../dataset/images/V01_f0000021.png,baseline/overlays/V01_f0000021.jpg,quality/baseline/entropy/V01_f0000021.jpg,quality/disagreement/V01_f0000021.jpg,,,,"[[212.70905363559723, 144.4503664970398], [631.6818315982819, 128.91850993037224], [623.3874516487122, 236.29054427146912]]",baseline/triangles/V01_f0000021.svg
V01_f0000036,unet_small,unet_small,train,V01,1.2,30.682,0.9190213101815312,0.47971372101302495,0.31841737031936646,0.07522421330213547,1,0.0,0.07886243386243386,0.7153715109422094,0.8340718105423988,102.47210302745448,423.14752378307895,21680.408326455956,models_disagree;temporal_change,../../dataset/images/V01_f0000036.png,unet_small/overlays/V01_f0000036.jpg,quality/unet_small/entropy/V01_f0000036.jpg,quality/disagreement/V01_f0000036.jpg,,,,"[[182.37493807077408, 150.83220228552818], [605.5281468629837, 151.14469081163406], [593.1843265295029, 252.11841613054276]]",unet_small/triangles/V01_f0000036.svg
V02_f0000057,dino_pyramid,dino_pyramid,train,V02,1.9000000000000001,30.626,0.8871749669457911,0.6012881404720783,0.42592301964759827,0.052581366151571274,1,0.0,0.027821522309711286,0.7441150828247602,0.8532866783304174,77.08126001781883,193.46389919748054,7456.220559051045,models_disagree;temporal_change,../../dataset/images/V02_f0000057.png,dino_pyramid/overlays/V02_f0000057.jpg,quality/dino_pyramid/entropy/V02_f0000057.jpg,quality/disagreement/V02_f0000057.jpg,,,,"[[250.51537156105042, 163.46572268009186], [444.46588039398193, 151.34216618537903], [445.74421405792236, 228.6760197877884]]",dino_pyramid/triangles/V02_f0000057.svg
V01_f0000070,baseline,baseline,train,V01,2.3333333333333335,30.529,0.9028351224883017,0.71940002659028,0.37673914432525635,0.04085582122206688,1,0.0,0.04483210674558363,0.5017921146953405,0.6682577565632458,95.90601220191566,249.4998345625156,11964.26708896428,models_disagree,../../dataset/images/V01_f0000070.png,baseline/overlays/V01_f0000070.jpg,quality/baseline/entropy/V01_f0000070.jpg,quality/disagreement/V01_f0000070.jpg,,,,"[[159.47865730524063, 151.8341526389122], [418.7751060128212, 162.51102089881897], [438.02280962467194, 257.4484124779701]]",baseline/triangles/V01_f0000070.svg
V01_f0000070,unet_small,unet_small,train,V01,2.3333333333333335,30.394,0.9224436741767764,0.71940002659028,0.31247255206108093,0.044594280421733856,1,0.0,0.05763015458899576,0.6584986386619992,0.7940900562851783,120.0929709501217,256.0005518492963,15371.933418226332,models_disagree,../../dataset/images/V01_f0000070.png,unet_small/overlays/V01_f0000070.jpg,quality/unet_small/entropy/V01_f0000070.jpg,quality/disagreement/V01_f0000070.jpg,,,,"[[158.70500200986862, 153.08509021997452], [417.3223982453346, 150.54665878415108], [415.9198389649391, 271.8372344970703]]",unet_small/triangles/V01_f0000070.svg
