id,model,model_label,split,sequence,time_seconds,review_priority,threshold_stability_iou,model_disagreement,foreground_boundary_entropy,flow_warp_mae,raw_components,discarded_fraction,foreground_fraction,pseudo_iou,pseudo_dice,base_width_raw_px,height_raw_px,triangle_area_raw_px2,flags,original,overlay,entropy,disagreement,true_iou,true_dice,true_vertex_error_roi_px,vertices_roi,triangle_svg
V01_f0000096,directional,directional,test,V01,3.2,20.42,0.9281411962459728,0.4289195775792039,0.2915293872356415,0.03231696039438248,1,0.0,0.08839544313574049,0.5351248884924175,0.6971744025568388,116.48147468218275,401.91070990239194,23407.576089996783,models_disagree,../../dataset/images/V01_f0000096.png,directional/overlays/V01_f0000096.jpg,quality/directional/entropy/V01_f0000096.jpg,quality/disagreement/V01_f0000096.jpg,,,,"[[161.3312792778015, 141.39143005013466], [577.9494758844376, 142.97810196876526], [555.6474846601486, 259.5431059598923]]",directional/triangles/V01_f0000096.svg
V02_f0000026,dino_linear,dino_linear,train,V02,0.8666666666666667,20.417,0.9284785435630689,0.41736168645862104,0.29100021719932556,0.0338209792971611,1,0.0,0.08981405209782183,0.5894186458702588,0.7416782826874826,125.43021815747807,394.51565048223875,24742.092053263288,models_disagree,../../dataset/images/V02_f0000026.png,dino_linear/overlays/V02_f0000026.jpg,quality/dino_linear/entropy/V02_f0000026.jpg,quality/disagreement/V02_f0000026.jpg,,,,"[[200.10918617248535, 132.44188916683197], [606.4050507545471, 127.82795178890228], [568.3529448509216, 244.0664666891098]]",dino_linear/triangles/V02_f0000026.svg
V01_f0000042,unet_small,unet_small,train,V01,1.4000000000000001,20.342,0.9183450087565674,0.46778336125069797,0.3247396647930145,0.024865252897143364,1,0.0,0.057676408446083384,0.7797305213825425,0.8762343647136274,111.2201398528694,278.83381976544223,15505.968215011131,models_disagree,../../dataset/images/V01_f0000042.png,unet_small/overlays/V01_f0000042.jpg,quality/unet_small/entropy/V01_f0000042.jpg,quality/disagreement/V01_f0000042.jpg,,,,"[[168.43373358249664, 169.34600472450256], [447.5583646297455, 166.77960008382797], [443.4635708332062, 277.9271677136421]]",unet_small/triangles/V01_f0000042.svg
V02_f0000016,directional,directional,train,V02,0.5333333333333333,20.337,0.921038100496963,0.6120811287477954,0.3177817463874817,0.007407665718346834,1,0.0,0.07038190372197732,0.2990051584377303,0.46036023259112185,113.78896202166402,339.98133084237264,19343.061371648764,models_disagree,../../dataset/images/V02_f0000016.png,directional/overlays/V02_f0000016.jpg,quality/directional/entropy/V02_f0000016.jpg,quality/disagreement/V02_f0000016.jpg,,,,"[[199.10892963409424, 144.6011911034584], [549.3338513374329, 135.942312002182], [516.3303923606873, 241.98629820346832]]",directional/triangles/V02_f0000016.svg
V01_f0000047,dino_pyramid,dino_pyramid,train,V01,1.5666666666666667,20.329,0.9172456068655497,0.3908509645728712,0.32561224699020386,0.0341673269867897,1,0.0,0.0615336192312232,0.8393719806763285,0.912672357189757,106.86126602278497,309.7237371795046,16548.73533615509,models_disagree,../../dataset/images/V01_f0000047.png,dino_pyramid/overlays/V01_f0000047.jpg,quality/dino_pyramid/entropy/V01_f0000047.jpg,quality/disagreement/V01_f0000047.jpg,,,,"[[185.7380084991455, 158.77298265695572], [496.14675426483154, 153.29215675592422], [491.87953758239746, 260.14383137226105]]",dino_pyramid/triangles/V01_f0000047.svg
V02_f0000005,baseline,baseline,train,V02,0.16666666666666669,20.311,0.9347738014854828,0.3816138335984687,0.2707434296607971,0.039176713675260544,1,0.0,0.09426315789473684,0.7111298889425398,0.8311816578483245,137.30114297135992,368.5116703627004,25298.536769541894,models_disagree,../../dataset/images/V02_f0000005.png,baseline/overlays/V02_f0000005.jpg,quality/baseline/entropy/V02_f0000005.jpg,quality/disagreement/V02_f0000005.jpg,,,,"[[181.98450565338135, 128.0377207994461], [550.315432548523, 117.14373171329498], [553.9838075637817, 254.3879714012146]]",baseline/triangles/V02_f0000005.svg
V01_f0000009,dino_pyramid,dino_pyramid,train,V01,0.3,20.299,0.9228357429019335,0.4887463791687966,0.30892908573150635,0.023037901148200035,1,0.0,0.07338501291989664,0.9315780046569945,0.9645771513353115,115.45394853301637,345.78638253096676,19961.201606074075,models_disagree,../../dataset/images/V01_f0000009.png,dino_pyramid/overlays/V01_f0000009.jpg,quality/dino_pyramid/entropy/V01_f0000009.jpg,quality/disagreement/V01_f0000009.jpg,,,,"[[157.82415682077408, 115.25087803602219], [499.9244737625122, 110.20820215344429], [499.0843367576599, 224.41285103559494]]",dino_pyramid/triangles/V01_f0000009.svg
V01_f0000006,dino_linear,dino_linear,train,V01,0.2,20.288,0.9126778783958602,0.49734869263119397,0.3468770980834961,0.019623443484306335,1,0.0,0.058473671022959556,0.4676654945726953,0.6372916666666667,96.42281402661384,327.9618779586904,15811.503583114914,models_disagree,../../dataset/images/V01_f0000006.png,dino_linear/overlays/V01_f0000006.jpg,quality/dino_linear/entropy/V01_f0000006.jpg,quality/disagreement/V01_f0000006.jpg,,,,"[[204.135335624218, 131.18622824549675], [534.4449640512466, 137.17950135469437], [517.9935630559921, 231.73686861991882]]",dino_linear/triangles/V01_f0000006.svg
V02_f0000040,dino_pyramid,dino_pyramid,train,V02,1.3333333333333335,20.277,0.9192294096854012,0.2506349690135122,0.3234189450740814,0.0518801212310791,1,0.0,0.07184560921483674,0.8758011432530747,0.9337889001754548,105.51690431450716,366.25804528159193,19323.207559198083,temporal_change,../../dataset/images/V02_f0000040.png,dino_pyramid/overlays/V02_f0000040.jpg,quality/dino_pyramid/entropy/V02_f0000040.jpg,quality/disagreement/V02_f0000040.jpg,,,,"[[151.55339777469635, 172.80829048156738], [516.4422941207886, 163.26502656936646], [517.4689865112305, 268.40430867671967]]",dino_pyramid/triangles/V02_f0000040.svg
V02_f0000048,dino_pyramid,dino_pyramid,train,V02,1.6,20.263,0.9253264417845484,0.4000680518511201,0.2994486391544342,0.0345064140856266,1,0.0,0.0929002624671916,0.9103084415584416,0.9530486509454005,112.40204550750414,443.35186134260374,24916.828047234005,models_disagree,../../dataset/images/V02_f0000048.png,dino_pyramid/overlays/V02_f0000048.jpg,quality/dino_pyramid/entropy/V02_f0000048.jpg,quality/disagreement/V02_f0000048.jpg,,,,"[[150.97253501415253, 165.69997441768646], [596.0953688621521, 156.57641571760178], [589.9052739143372, 268.95909309387207]]",dino_pyramid/triangles/V02_f0000048.svg
V02_f0000044,directional,directional,train,V02,1.4666666666666668,20.256,0.9226148409893993,0.632554290977784,0.3126433193683624,0.004800091963261366,1,0.0,0.0715921052631579,0.29665760434991206,0.4575727676369018,111.42200602611571,345.82353267563536,19266.175870878633,models_disagree,../../dataset/images/V02_f0000044.png,directional/overlays/V02_f0000044.jpg,quality/directional/entropy/V02_f0000044.jpg,quality/disagreement/V02_f0000044.jpg,,,,"[[161.80901885032654, 165.0912987589836], [515.1322674751282, 160.10629761219025], [493.0382037162781, 269.1422675848007]]",directional/triangles/V02_f0000044.svg
V02_f0000050,unet_small,unet_small,train,V02,1.6666666666666667,20.256,0.9328531314857771,0.4212596852783768,0.2753402292728424,0.033515751361846924,1,0.0,0.10414803514124889,0.6414088529271775,0.7815345357536392,126.98511097759467,439.99273917970237,27936.263407035185,models_disagree,../../dataset/images/V02_f0000050.png,unet_small/overlays/V02_f0000050.jpg,quality/unet_small/entropy/V02_f0000050.jpg,quality/disagreement/V02_f0000050.jpg,,,,"[[159.61068749427795, 143.02440136671066], [601.3444876670837, 130.55066883563995], [593.8035607337952, 257.37583112716675]]",unet_small/triangles/V02_f0000050.svg
V01_f0000094,directional,directional,test,V01,3.1333333333333333,20.242,0.9269578313253012,0.6421987598458188,0.2972138226032257,0.004502291791141033,1,0.0,0.08230627567644143,0.45029744770677416,0.6209725438306318,115.07137571064348,377.8435924493774,21739.49099330078,models_disagree,../../dataset/images/V01_f0000094.png,directional/overlays/V01_f0000094.jpg,quality/directional/entropy/V01_f0000094.jpg,quality/disagreement/V01_f0000094.jpg,,,,"[[157.82660430669785, 153.5816453397274], [548.0467422008514, 146.55382186174393], [531.050500869751, 262.59148120880127]]",directional/triangles/V01_f0000094.svg
V02_f0000028,full,TopoFiberDINO Coordinate (ours),train,V02,0.9333333333333333,20.234,0.9255806346090939,0.4331541890597009,0.3051384389400482,0.030280012637376785,1,0.0,0.07829712413251103,0.53180530517641,0.6943510423671823,116.74797708596523,363.8783718505309,21241.03190944206,models_disagree,../../dataset/images/V02_f0000028.png,full/overlays/V02_f0000028.jpg,quality/full/entropy/V02_f0000028.jpg,quality/disagreement/V02_f0000028.jpg,,,,"[[171.1890149116516, 138.22207313776016], [531.0541105270386, 141.9619135260582], [532.3861169815063, 257.39304065704346]]",full/triangles/V02_f0000028.svg
V02_f0000004,full,TopoFiberDINO Coordinate (ours),train,V02,0.13333333333333333,20.18,0.9367942715505371,0.4284063712139969,0.26601526141166687,0.03312885761260986,1,0.0,0.0932625507930266,0.6233729881035689,0.7679972411414777,147.3636094394843,336.6699781114335,24806.451582206508,models_disagree,../../dataset/images/V02_f0000004.png,full/overlays/V02_f0000004.jpg,quality/full/entropy/V02_f0000004.jpg,quality/disagreement/V02_f0000004.jpg,,,,"[[170.0040328502655, 117.96122896671295], [508.20642471313477, 117.76265060901642], [513.2678890228271, 265.6267306804657]]",full/triangles/V02_f0000004.svg
V02_f0000032,full,TopoFiberDINO Coordinate (ours),train,V02,1.0666666666666667,20.119,0.9091296928327645,0.5536121983039792,0.3562628924846649,0.010947859846055508,1,0.0,0.05971145248041427,0.5320767767594674,0.6945823927765237,98.59679950786773,330.06337282232766,16271.596097526819,models_disagree,../../dataset/images/V02_f0000032.png,full/overlays/V02_f0000032.jpg,quality/full/entropy/V02_f0000032.jpg,quality/disagreement/V02_f0000032.jpg,,,,"[[198.2486128807068, 159.5152884721756], [559.9379825592041, 150.75884783267975], [519.5253753662109, 239.12472343444824]]",full/triangles/V02_f0000032.svg
V02_f0000003,dino_pyramid,dino_pyramid,train,V02,0.1,20.118,0.9227536521913148,0.4355698428398725,0.31259340047836304,0.028763407841324806,1,0.0,0.06242288059643335,0.8285383278625217,0.9062302006335797,116.49402205951884,283.42256199330274,16508.517094506577,models_disagree,../../dataset/images/V02_f0000003.png,dino_pyramid/overlays/V02_f0000003.jpg,quality/dino_pyramid/entropy/V02_f0000003.jpg,quality/disagreement/V02_f0000003.jpg,,,,"[[241.86604142189026, 125.95273721218109], [529.0779805183411, 119.23168015480042], [532.0218729972839, 237.2787115573883]]",dino_pyramid/triangles/V02_f0000003.svg
V01_f0000010,dino_pyramid,dino_pyramid,train,V01,0.33333333333333337,20.115,0.8779436152570481,0.45385268252162453,0.4501192569732666,0.016381418332457542,1,0.0,0.037733333333333334,0.8826372109078356,0.9376604327099377,65.51851801149535,314.8368625763989,10313.822325697238,models_disagree,../../dataset/images/V01_f0000010.png,dino_pyramid/overlays/V01_f0000010.jpg,quality/dino_pyramid/entropy/V01_f0000010.jpg,quality/disagreement/V01_f0000010.jpg,,,,"[[236.00589793920517, 155.8455415070057], [545.4249852895737, 137.29193061590195], [550.2105695009232, 201.61420851945877]]",dino_pyramid/triangles/V01_f0000010.svg
V01_f0000032,full,TopoFiberDINO Coordinate (ours),train,V01,1.0666666666666667,20.108,0.9051249470563321,0.5312638888888889,0.3649680018424988,0.012784733437001705,1,0.0,0.05963400361740611,0.550390550581063,0.7100024576062914,93.63237401231162,348.6892175823965,16324.299617367627,models_disagree,../../dataset/images/V01_f0000032.png,full/overlays/V01_f0000032.jpg,quality/full/entropy/V01_f0000032.jpg,quality/disagreement/V01_f0000032.jpg,,,,"[[196.84629797935486, 159.0208299458027], [576.1149603128433, 156.89849853515625], [537.5217036008835, 240.7081425189972]]",full/triangles/V01_f0000032.svg
V01_f0000030,directional,directional,train,V01,1.0,20.085,0.9238382821674216,0.4486028575041092,0.30820050835609436,0.027212776243686676,1,0.0,0.07586161187698834,0.489812119608362,0.6575488454706927,116.23436968169067,355.50248288823195,20660.80350939483,models_disagree,../../dataset/images/V01_f0000030.png,directional/overlays/V01_f0000030.jpg,quality/directional/entropy/V01_f0000030.jpg,quality/disagreement/V01_f0000030.jpg,,,,"[[189.54230070114136, 133.05701315402985], [561.9252361059189, 131.33662194013596], [524.6688061952591, 240.14027416706085]]",directional/triangles/V01_f0000030.svg
V01_f0000055,unet_small,unet_small,train,V01,1.8333333333333335,20.085,0.9183837733419189,0.38353818871155143,0.32743915915489197,0.03412025794386864,1,0.0,0.07816272965879265,0.7954470471791488,0.8860712973171628,101.60591794208318,414.5543612009347,21060.58820335744,models_disagree,../../dataset/images/V01_f0000055.png,unet_small/overlays/V01_f0000055.jpg,quality/unet_small/entropy/V01_f0000055.jpg,quality/disagreement/V01_f0000055.jpg,,,,"[[166.89296627044678, 156.12253546714783], [595.6478459835052, 151.28584206104279], [570.680093050003, 249.7398555278778]]",unet_small/triangles/V01_f0000055.svg
V02_f0000021,dino_linear,dino_linear,train,V02,0.7000000000000001,20.057,0.9190053285968028,0.48158156928578255,0.32143092155456543,0.021864302456378937,1,0.0,0.0723502427770475,0.6127312114647558,0.7598677412688573,107.07913253117289,369.78480701414935,19798.118179141144,models_disagree,../../dataset/images/V02_f0000021.png,dino_linear/overlays/V02_f0000021.jpg,quality/dino_linear/entropy/V02_f0000021.jpg,quality/disagreement/V02_f0000021.jpg,,,,"[[181.84273838996887, 149.00396621227264], [549.8126006126404, 151.0413783788681], [531.6635870933533, 254.5151480436325]]",dino_linear/triangles/V02_f0000021.svg
V02_f0000009,unet_small,unet_small,train,V02,0.3,20.034,0.9095360223828398,0.4874892809016293,0.3564309775829315,0.018877513706684113,1,0.0,0.054704390764713735,0.7366005873715125,0.8483247014057711,94.78194186445695,313.4547003496132,14854.922592838906,models_disagree,../../dataset/images/V02_f0000009.png,unet_small/overlays/V02_f0000009.jpg,quality/unet_small/entropy/V02_f0000009.jpg,quality/disagreement/V02_f0000009.jpg,,,,"[[196.8542468547821, 125.02205163240433], [505.834858417511, 122.5318415760994], [505.66012144088745, 215.95918035507202]]",unet_small/triangles/V02_f0000009.svg
V02_f0000030,full,TopoFiberDINO Coordinate (ours),train,V02,1.0,20.032,0.9295625942684766,0.5371718663899734,0.29131078720092773,0.0171645674854517,1,0.0,0.08514627659574468,0.41933053492627276,0.5908849624630318,123.74520409631398,372.86757057866305,23070.28681107671,models_disagree,../../dataset/images/V02_f0000030.png,full/overlays/V02_f0000030.jpg,quality/full/entropy/V02_f0000030.jpg,quality/disagreement/V02_f0000030.jpg,,,,"[[175.38898587226868, 129.42540633678436], [556.0797500610352, 124.78558778762817], [527.3882389068604, 243.84160590171814]]",full/triangles/V02_f0000030.svg
V02_f0000005,dino_pyramid,dino_pyramid,train,V02,0.16666666666666669,20.005,0.9369252873563219,0.3816138335984687,0.2624576687812805,0.03813188895583153,1,0.0,0.08864473684210526,0.9609185565539866,0.9800698283386674,151.94466567521945,313.28373519891954,23800.896203141907,models_disagree,../../dataset/images/V02_f0000005.png,dino_pyramid/overlays/V02_f0000005.jpg,quality/dino_pyramid/entropy/V02_f0000005.jpg,quality/disagreement/V02_f0000005.jpg,,,,"[[218.3352541923523, 120.15689301490784], [531.5082764625549, 111.09924101829529], [533.5275149345398, 263.0217607021332]]",dino_pyramid/triangles/V02_f0000005.svg
V02_f0000032,directional,directional,train,V02,1.0666666666666667,19.998,0.9236641221374046,0.5536121983039792,0.3093462884426117,0.013612724840641022,1,0.0,0.07732859983717486,0.4536627159788662,0.6241650294695481,114.9598505489242,366.46971382075907,21064.65176577074,models_disagree,../../dataset/images/V02_f0000032.png,directional/overlays/V02_f0000032.jpg,quality/directional/entropy/V02_f0000032.jpg,quality/disagreement/V02_f0000032.jpg,,,,"[[184.77662980556488, 146.43820810317993], [562.8107786178589, 140.7180568575859], [530.9417581558228, 249.4378685951233]]",directional/triangles/V02_f0000032.svg
V01_f0000031,unet_small,unet_small,train,V01,1.0333333333333334,19.986,0.9176691729323309,0.4029560286543527,0.3303246796131134,0.03103484772145748,1,0.0,0.06836021505376344,0.6834447502949272,0.8119598224713852,104.62779189845718,359.87980353772366,18826.7145965013,models_disagree,../../dataset/images/V01_f0000031.png,unet_small/overlays/V01_f0000031.jpg,quality/unet_small/entropy/V01_f0000031.jpg,quality/disagreement/V01_f0000031.jpg,,,,"[[176.81627297401428, 127.58050113916397], [528.6188486814499, 130.8589205145836], [525.6412073373795, 233.0794483423233]]",unet_small/triangles/V01_f0000031.svg
V01_f0000083,full,TopoFiberDINO Coordinate (ours),val,V01,2.7666666666666666,19.979,0.9206349206349206,0.5652554164182071,0.3197917938232422,0.01138230413198471,1,0.0,0.07061813560860489,0.5688338142929893,0.7251677126163169,107.9278393592853,347.18492770127426,18735.459552454104,models_disagree,../../dataset/images/V01_f0000083.png,full/overlays/V01_f0000083.jpg,quality/full/entropy/V01_f0000083.jpg,quality/disagreement/V01_f0000083.jpg,,,,"[[169.08620086312294, 172.96117544174194], [520.9986262321472, 157.3212370276451], [531.7863450050354, 266.131192445755]]",full/triangles/V01_f0000083.svg
V01_f0000036,full,TopoFiberDINO Coordinate (ours),train,V01,1.2,19.969,0.9053758741258742,0.47971372101302495,0.36635342240333557,0.01859051175415516,1,0.0,0.057539682539682536,0.5041278993578823,0.6703258407388046,87.5817603204545,356.1832892588951,15597.579735011836,models_disagree,../../dataset/images/V01_f0000036.png,full/overlays/V01_f0000036.jpg,quality/full/entropy/V01_f0000036.jpg,quality/disagreement/V01_f0000036.jpg,,,,"[[184.35225695371628, 155.11803701519966], [542.3986939191818, 159.14663672447205], [527.7215703725815, 244.84243243932724]]",full/triangles/V01_f0000036.svg
V02_f0000076,baseline,baseline,val,V02,2.5333333333333337,19.944,0.921842155551309,0.48429207824908005,0.314895361661911,0.021598564460873604,1,0.0,0.0652670072879114,0.2800677583286279,0.43758270842523156,113.86686365011877,303.49321317182466,17278.910161486296,models_disagree,../../dataset/images/V02_f0000076.png,baseline/overlays/V02_f0000076.jpg,quality/baseline/entropy/V02_f0000076.jpg,quality/disagreement/V02_f0000076.jpg,,,,"[[164.12234365940094, 146.50622141361237], [472.1034622192383, 142.26672506332397], [478.9833927154541, 257.50160336494446]]",baseline/triangles/V02_f0000076.svg
V02_f0000015,dino_pyramid,dino_pyramid,train,V02,0.5,19.925,0.9194211184563159,0.32068162837393605,0.32504722476005554,0.04140771925449371,1,0.0,0.07292412916829998,0.9308619091751622,0.9641931458193338,107.00298115089687,373.7190234436836,19994.52481063803,,../../dataset/images/V02_f0000015.png,dino_pyramid/overlays/V02_f0000015.jpg,quality/dino_pyramid/entropy/V02_f0000015.jpg,quality/disagreement/V02_f0000015.jpg,,,,"[[194.336256980896, 142.2640277147293], [558.5704278945923, 132.6584238409996], [558.0911779403687, 236.93086504936218]]",dino_pyramid/triangles/V02_f0000015.svg
V02_f0000043,baseline,baseline,train,V02,1.4333333333333333,19.915,0.9164380144674482,0.5603015873015873,0.3326493203639984,0.010737578384578228,1,0.0,0.050092348284960425,0.8089604832620186,0.8943926534019758,110.19581046567708,245.79491379141132,13542.7848667929,models_disagree,../../dataset/images/V02_f0000043.png,baseline/overlays/V02_f0000043.jpg,quality/baseline/entropy/V02_f0000043.jpg,quality/disagreement/V02_f0000043.jpg,,,,"[[175.47237396240234, 164.67655354738235], [421.00486278533936, 163.4670267701149], [417.9302680492401, 273.44407045841217]]",baseline/triangles/V02_f0000043.svg
V01_f0000023,dino_pyramid,dino_pyramid,train,V01,0.7666666666666667,19.914,0.9188475918187816,0.4165052366328057,0.3244306743144989,0.029249470680952072,1,0.0,0.05857898206573654,0.8698644869864487,0.930403773150811,113.75319122245213,284.5140798556997,16182.192265652713,models_disagree,../../dataset/images/V01_f0000023.png,dino_pyramid/overlays/V01_f0000023.jpg,quality/dino_pyramid/entropy/V01_f0000023.jpg,quality/disagreement/V01_f0000023.jpg,,,,"[[204.7088714838028, 132.77245312929153], [482.4739990234375, 126.31184980273247], [479.55439805984497, 237.2218519449234]]",dino_pyramid/triangles/V01_f0000023.svg
V02_f0000076,dino_linear,dino_linear,val,V02,2.5333333333333337,19.912,0.9172613307618129,0.48429207824908005,0.33164677023887634,0.02040630206465721,1,0.0,0.06565604170448945,0.3373511686020873,0.5045064849417454,101.8446849849314,338.41158269737826,17232.710517533276,models_disagree,../../dataset/images/V02_f0000076.png,dino_linear/overlays/V02_f0000076.jpg,quality/dino_linear/entropy/V02_f0000076.jpg,quality/disagreement/V02_f0000076.jpg,,,,"[[165.95666885375977, 149.92531138658524], [509.0927767753601, 149.82086157798767], [507.37985372543335, 253.05844604969025]]",dino_linear/triangles/V02_f0000076.svg
V01_f0000039,dino_pyramid,dino_pyramid,train,V01,1.3,19.897,0.9157599157599158,0.2624290511426109,0.333109587430954,0.047728314995765686,1,0.0,0.0719181235776208,0.8788727463679328,0.9355319545369852,99.29202714726777,389.0206805692929,19313.325987967408,,../../dataset/images/V01_f0000039.png,dino_pyramid/overlays/V01_f0000039.jpg,quality/dino_pyramid/entropy/V01_f0000039.jpg,quality/disagreement/V01_f0000039.jpg,,,,"[[159.87487530708313, 176.7658218741417], [548.7405295372009, 170.03216966986656], [547.4324731826782, 269.2447230219841]]",dino_pyramid/triangles/V01_f0000039.svg
V02_f0000041,full,TopoFiberDINO Coordinate (ours),train,V02,1.3666666666666667,19.894,0.9037526735368462,0.5049311883601456,0.36849841475486755,0.014697438105940819,1,0.0,0.06323237371279772,0.6430229184798375,0.7827315264412466,99.71146628739221,342.68850662699026,17084.98673780696,models_disagree,../../dataset/images/V02_f0000041.png,full/overlays/V02_f0000041.jpg,quality/full/entropy/V02_f0000041.jpg,quality/disagreement/V02_f0000041.jpg,,,,"[[157.007657289505, 186.37275499105453], [585.4251980781555, 187.106578707695], [525.4641795158386, 266.81991732120514]]",full/triangles/V02_f0000041.svg
V02_f0000013,unet_small,unet_small,train,V02,0.43333333333333335,19.882,0.9124214177324951,0.4537323141974305,0.3445664048194885,0.022990046069025993,1,0.0,0.05948648648648649,0.7821124714671094,0.8777363763390778,101.56364957186133,322.8748953344259,16396.17636264852,models_disagree,../../dataset/images/V02_f0000013.png,unet_small/overlays/V02_f0000013.jpg,quality/unet_small/entropy/V02_f0000013.jpg,quality/disagreement/V02_f0000013.jpg,,,,"[[185.54250597953796, 133.60504829883575], [500.5695676803589, 136.89653807878494], [505.09480476379395, 235.73698735237122]]",unet_small/triangles/V02_f0000013.svg
V01_f0000068,dino_linear,dino_linear,train,V01,2.2666666666666666,19.875,0.9175660588016376,0.47942365382165236,0.3307865858078003,0.020899711176753044,1,0.0,0.06865780843752858,0.3739383362420012,0.5443305953086629,102.9291340667025,353.0259455961146,18168.32744164345,models_disagree,../../dataset/images/V01_f0000068.png,dino_linear/overlays/V01_f0000068.jpg,quality/dino_linear/entropy/V01_f0000068.jpg,quality/disagreement/V01_f0000068.jpg,,,,"[[161.78281545639038, 161.33006662130356], [516.6150790452957, 162.02346235513687], [515.2508803606033, 265.4639258980751]]",dino_linear/triangles/V01_f0000068.svg
V02_f0000004,dino_pyramid,dino_pyramid,train,V02,0.13333333333333333,19.873,0.9302369668246445,0.4284063712139969,0.28748807311058044,0.03011971153318882,1,0.0,0.06666666666666667,0.8410927279722971,0.9136886102403344,141.42013543777455,252.05501469974703,17822.82715830424,models_disagree,../../dataset/images/V02_f0000004.png,dino_pyramid/overlays/V02_f0000004.jpg,quality/dino_pyramid/entropy/V02_f0000004.jpg,quality/disagreement/V02_f0000004.jpg,,,,"[[246.01609468460083, 124.20512282848358], [499.0235209465027, 117.71794372797012], [500.4260230064392, 259.69454777240753]]",dino_pyramid/triangles/V02_f0000004.svg
V02_f0000043,directional,directional,train,V02,1.4333333333333333,19.863,0.9200977627373567,0.5603015873015873,0.31914031505584717,0.011300983838737011,1,0.0,0.06734828496042217,0.4861791462561232,0.6542672160094173,108.4039328294629,333.71420406012425,18087.96608058569,models_disagree,../../dataset/images/V02_f0000043.png,directional/overlays/V02_f0000043.jpg,quality/directional/entropy/V02_f0000043.jpg,quality/disagreement/V02_f0000043.jpg,,,,"[[168.492933511734, 165.6890624165535], [509.8115015029907, 167.60140454769135], [485.72113037109375, 273.117290019989]]",directional/triangles/V02_f0000043.svg
V02_f0000048,baseline,baseline,train,V02,1.6,19.828,0.9253314724354501,0.4000680518511201,0.30245983600616455,0.032332248985767365,1,0.0,0.0904724409448819,0.9230026217745274,0.9599598163030999,111.16409185481169,436.9885599073923,24288.71820652362,models_disagree,../../dataset/images/V02_f0000048.png,baseline/overlays/V02_f0000048.jpg,quality/baseline/entropy/V02_f0000048.jpg,quality/disagreement/V02_f0000048.jpg,,,,"[[170.99390029907227, 166.3881995677948], [613.6361074447632, 154.75078999996185], [599.491925239563, 265.16191732883453]]",baseline/triangles/V02_f0000048.svg
V01_f0000100,dino_linear,dino_linear,test,V01,3.3333333333333335,19.805,0.9163179916317992,0.5450374410249752,0.33470383286476135,0.012067655101418495,1,0.0,0.06517825923671636,0.37452207160236356,0.5449487925148565,98.97520208226489,350.3757539425104,17339.255525592944,models_disagree,../../dataset/images/V01_f0000100.png,dino_linear/overlays/V01_f0000100.jpg,quality/dino_linear/entropy/V01_f0000100.jpg,quality/disagreement/V01_f0000100.jpg,,,,"[[161.0024420619011, 161.81277483701706], [516.1844713687897, 168.2320162653923], [509.7444865703583, 268.26705783605576]]",dino_linear/triangles/V01_f0000100.svg
V02_f0000100,dino_linear,dino_linear,test,V02,3.3333333333333335,19.797,0.9180856784369958,0.5338219698495161,0.3272109925746918,0.013808682560920715,2,0.000374461711290075,0.0692090395480226,0.35609491034232926,0.5251769734205957,100.88325083605444,363.29409029932305,18325.14441946141,models_disagree,../../dataset/images/V02_f0000100.png,dino_linear/overlays/V02_f0000100.jpg,quality/dino_linear/entropy/V02_f0000100.jpg,quality/disagreement/V02_f0000100.jpg,,,,"[[163.75816226005554, 159.68726116418839], [533.5727763175964, 165.00258719921112], [524.2123818397522, 266.97277450561523]]",dino_linear/triangles/V02_f0000100.svg
V02_f0000083,full,TopoFiberDINO Coordinate (ours),val,V02,2.7666666666666666,19.795,0.9199796126401631,0.5691277389455457,0.32097315788269043,0.009829266928136349,1,0.0,0.07352864583333334,0.670592657561709,0.8028200705017625,106.88268039153586,363.7993842556509,19441.92665701714,models_disagree,../../dataset/images/V02_f0000083.png,full/overlays/V02_f0000083.jpg,quality/full/entropy/V02_f0000083.jpg,quality/disagreement/V02_f0000083.jpg,,,,"[[167.94739365577698, 174.73070865869522], [537.7533459663391, 159.87248653173447], [552.2008395195007, 267.1622130870819]]",full/triangles/V02_f0000083.svg
V01_f0000076,baseline,baseline,val,V01,2.5333333333333337,19.788,0.9195167286245353,0.5039026629935721,0.32177746295928955,0.017844798043370247,1,0.0,0.06707419953536062,0.26492537313432835,0.41887905604719766,106.2047205215421,335.62059494940354,17822.245743937543,models_disagree,../../dataset/images/V01_f0000076.png,baseline/overlays/V01_f0000076.jpg,quality/baseline/entropy/V01_f0000076.jpg,quality/disagreement/V01_f0000076.jpg,,,,"[[170.01053887605667, 152.54482626914978], [509.77930080890656, 145.81919834017754], [507.6222165822983, 253.25053185224533]]",baseline/triangles/V01_f0000076.svg
V02_f0000010,dino_linear,dino_linear,train,V02,0.33333333333333337,19.78,0.9105747126436782,0.5092577967321295,0.35256582498550415,0.015122801065444946,1,0.0,0.05585505847012123,0.4118259421195086,0.5833947795310426,97.40317361593004,313.01865992979174,15244.505439083634,models_disagree,../../dataset/images/V02_f0000010.png,dino_linear/overlays/V02_f0000010.jpg,quality/dino_linear/entropy/V02_f0000010.jpg,quality/disagreement/V02_f0000010.jpg,,,,"[[211.86137437820435, 135.36989450454712], [533.2001209259033, 130.86649268865585], [506.4365243911743, 222.64550626277924]]",dino_linear/triangles/V02_f0000010.svg
